Date,Hour,Period,Temperature_°C,Humidity_%,CO₂_ppm,Soil_Moisture_%,Light_lux,Crop_ID
2025-02-12,18,Night,18.4,66.6,878.4,78.1,236.0,T001
2025-02-12,19,Night,18.2,70.3,817.1,74.0,438.0,T001
2025-02-12,20,Night,17.8,72.1,861.3,73.0,45.0,T001
2025-02-12,21,Night,18.7,73.2,848.7,64.1,347.0,T001
2025-02-12,22,Night,19.6,73.0,869.8,76.2,313.0,T001
2025-02-12,23,Night,17.6,72.8,972.5,66.6,25.0,T001
2025-02-13,0,Night,17.2,67.3,861.0,68.1,297.0,T001
2025-02-13,1,Night,17.4,71.3,920.9,65.5,103.0,T001
2025-02-13,2,Night,16.0,74.8,901.2,78.0,337.0,T001
2025-02-13,3,Night,16.8,72.8,889.7,61.0,138.0,T001
2025-02-13,4,Night,18.0,71.2,865.4,75.5,250.0,T001
2025-02-13,5,Night,18.1,69.5,887.4,77.6,146.0,T001
2025-02-13,6,Day,24.3,65.0,1178.5,71.5,16407.0,T001
2025-02-13,7,Day,23.6,67.8,1136.9,74.6,18809.0,T001
2025-02-13,8,Day,24.9,68.7,1109.5,70.6,12067.0,T001
2025-02-13,9,Day,24.3,69.5,1008.2,76.6,12555.0,T001
2025-02-13,10,Day,22.5,68.8,1032.8,72.0,18992.0,T001
2025-02-13,11,Day,23.9,61.0,1000.0,60.8,14546.0,T001
2025-02-13,12,Day,24.8,62.6,1031.4,74.4,11412.0,T001
2025-02-13,13,Day,22.6,64.2,1088.7,73.3,10321.0,T001
2025-02-13,14,Day,24.1,70.0,1092.0,68.8,15289.0,T001
2025-02-13,15,Day,25.9,69.5,1047.9,69.4,18554.0,T001
2025-02-13,16,Day,23.1,61.1,1142.8,63.4,17118.0,T001
2025-02-13,17,Day,23.6,69.1,1162.5,70.8,13998.0,T001
2025-02-13,18,Night,18.3,65.8,889.6,76.5,106.0,T001
2025-02-13,19,Night,19.7,74.5,924.5,76.7,388.0,T001
2025-02-13,20,Night,19.7,68.0,852.7,75.1,408.0,T001
2025-02-13,21,Night,19.4,66.3,879.3,77.9,476.0,T001
2025-02-13,22,Night,19.2,67.2,977.5,78.3,281.0,T001
2025-02-13,23,Night,16.7,66.9,904.1,70.0,80.0,T001
2025-02-14,0,Night,18.1,73.0,861.1,67.0,453.0,T001
2025-02-14,1,Night,19.7,65.6,846.5,63.2,258.0,T001
2025-02-14,2,Night,19.4,71.7,906.1,61.0,101.0,T001
2025-02-14,3,Night,16.3,71.0,904.8,73.4,366.0,T001
2025-02-14,4,Night,17.9,73.9,824.4,78.2,70.0,T001
2025-02-14,5,Night,17.4,71.4,838.7,75.9,141.0,T001
2025-02-14,6,Day,23.4,63.4,1107.1,75.9,18428.0,T001
2025-02-14,7,Day,23.9,62.5,1177.7,77.8,17206.0,T001
2025-02-14,8,Day,23.7,60.3,1176.8,75.3,18729.0,T001
2025-02-14,9,Day,25.4,69.9,1093.7,69.0,13476.0,T001
2025-02-14,10,Day,23.8,69.8,1174.5,77.3,16074.0,T001
2025-02-14,11,Day,24.4,66.1,1079.9,75.1,11353.0,T001
2025-02-14,12,Day,25.4,67.3,1079.3,79.2,18094.0,T001
2025-02-14,13,Day,25.5,64.9,1097.7,75.9,18794.0,T001
2025-02-14,14,Day,23.4,66.5,1112.4,78.1,15302.0,T001
2025-02-14,15,Day,25.1,61.6,1145.7,62.9,10959.0,T001
2025-02-14,16,Day,23.8,67.6,1155.5,77.0,13469.0,T001
2025-02-14,17,Day,23.7,67.8,1187.0,72.5,16949.0,T001
2025-02-14,18,Night,19.6,65.5,891.3,79.5,96.0,T001
2025-02-14,19,Night,18.7,68.9,889.7,67.6,122.0,T001
2025-02-14,20,Night,16.9,69.7,945.8,76.7,95.0,T001
2025-02-14,21,Night,18.8,68.4,902.7,72.6,184.0,T001
2025-02-14,22,Night,18.1,70.5,848.1,64.1,373.0,T001
2025-02-14,23,Night,18.3,72.3,975.9,71.8,267.0,T001
2025-02-15,0,Night,20.0,72.2,915.3,64.0,498.0,T001
2025-02-15,1,Night,20.0,66.0,939.7,76.7,38.0,T001
2025-02-15,2,Night,18.3,67.4,928.7,69.0,230.0,T001
2025-02-15,3,Night,18.1,73.1,817.8,80.0,3.0,T001
2025-02-15,4,Night,18.7,72.9,821.0,60.6,117.0,T001
2025-02-15,5,Night,19.4,72.5,831.2,63.6,166.0,T001
2025-02-15,6,Day,24.3,63.3,1063.5,62.8,12665.0,T001
2025-02-15,7,Day,25.8,66.9,1164.8,74.4,10229.0,T001
2025-02-15,8,Day,25.6,61.0,1142.5,77.7,14839.0,T001
2025-02-15,9,Day,24.8,68.8,1128.7,66.3,16264.0,T001
2025-02-15,10,Day,25.6,68.0,1105.6,67.6,14328.0,T001
2025-02-15,11,Day,25.6,64.2,1087.9,61.6,11031.0,T001
2025-02-15,12,Day,24.6,68.5,1185.4,74.5,10639.0,T001
2025-02-15,13,Day,25.7,62.3,1103.9,78.4,17868.0,T001
2025-02-15,14,Day,23.9,69.9,1168.1,66.0,15559.0,T001
2025-02-15,15,Day,24.4,60.7,1083.0,72.8,19347.0,T001
2025-02-15,16,Day,22.6,66.6,1172.1,71.0,12638.0,T001
2025-02-15,17,Day,25.9,61.1,1143.3,65.8,18371.0,T001
2025-02-15,18,Night,18.5,65.8,969.4,74.2,258.0,T001
2025-02-15,19,Night,18.2,65.6,852.9,72.4,339.0,T001
2025-02-15,20,Night,19.8,71.2,837.6,67.1,313.0,T001
2025-02-15,21,Night,16.9,74.9,963.3,66.1,22.0,T001
2025-02-15,22,Night,16.5,65.1,812.9,65.6,324.0,T001
2025-02-15,23,Night,19.2,68.9,859.7,74.1,106.0,T001
2025-02-16,0,Night,19.0,65.6,832.2,72.1,276.0,T001
2025-02-16,1,Night,17.4,67.3,920.0,61.3,58.0,T001
2025-02-16,2,Night,19.7,67.2,810.2,73.1,225.0,T001
2025-02-16,3,Night,16.7,71.5,807.6,73.4,365.0,T001
2025-02-16,4,Night,17.4,69.1,886.0,73.9,402.0,T001
2025-02-16,5,Night,19.1,65.1,977.6,76.1,160.0,T001
2025-02-16,6,Day,22.9,69.5,1102.0,71.2,12721.0,T001
2025-02-16,7,Day,24.2,69.9,1080.6,60.3,19558.0,T001
2025-02-16,8,Day,24.3,64.9,1195.1,71.6,19830.0,T001
2025-02-16,9,Day,23.3,69.7,1191.1,76.2,19208.0,T001
2025-02-16,10,Day,23.0,69.3,1162.6,66.5,11124.0,T001
2025-02-16,11,Day,22.6,62.4,1156.4,65.9,11233.0,T001
2025-02-16,12,Day,24.3,67.5,1075.2,70.6,16866.0,T001
2025-02-16,13,Day,24.8,60.7,1145.2,69.7,19452.0,T001
2025-02-16,14,Day,22.1,62.5,1115.7,72.4,10006.0,T001
2025-02-16,15,Day,25.1,69.5,1060.3,70.7,19534.0,T001
2025-02-16,16,Day,25.0,65.5,1151.8,63.6,11200.0,T001
2025-02-16,17,Day,25.5,69.1,1131.5,73.0,13283.0,T001
2025-02-16,18,Night,17.6,69.2,812.6,78.7,307.0,T001
2025-02-16,19,Night,17.5,66.0,832.1,74.8,175.0,T001
2025-02-16,20,Night,18.7,69.0,909.6,71.9,223.0,T001
2025-02-16,21,Night,17.6,67.3,851.0,62.6,323.0,T001
2025-02-16,22,Night,19.6,73.3,836.4,73.1,409.0,T001
2025-02-16,23,Night,16.3,67.6,879.7,75.6,33.0,T001
2025-02-17,0,Night,19.4,68.3,926.5,79.1,3.0,T001
2025-02-17,1,Night,18.3,67.7,977.1,70.3,158.0,T001
2025-02-17,2,Night,16.8,65.7,986.5,70.8,100.0,T001
2025-02-17,3,Night,19.5,65.7,983.7,65.5,72.0,T001
2025-02-17,4,Night,17.8,69.2,831.9,60.0,275.0,T001
2025-02-17,5,Night,16.6,73.9,923.6,68.6,237.0,T001
2025-02-17,6,Day,25.0,69.0,1036.0,60.2,14562.0,T001
2025-02-17,7,Day,23.9,66.3,1086.8,73.0,10347.0,T001
2025-02-17,8,Day,25.5,69.4,1120.1,71.2,11813.0,T001
2025-02-17,9,Day,22.5,62.8,1077.7,65.9,10585.0,T001
2025-02-17,10,Day,22.9,68.7,1103.7,61.9,19708.0,T001
2025-02-17,11,Day,23.8,67.4,1081.2,71.5,13542.0,T001
2025-02-17,12,Day,25.5,66.4,1147.9,75.3,13025.0,T001
2025-02-17,13,Day,25.8,61.3,1172.6,73.3,12862.0,T001
2025-02-17,14,Day,25.1,69.0,1175.5,79.0,10283.0,T001
2025-02-17,15,Day,22.6,69.5,1191.5,80.0,13004.0,T001
2025-02-17,16,Day,24.3,62.8,1122.5,74.1,10408.0,T001
2025-02-17,17,Day,22.7,61.5,1177.0,67.4,16173.0,T001
2025-02-17,18,Night,17.2,72.7,932.9,71.2,131.0,T001
2025-02-17,19,Night,16.1,73.1,932.8,69.9,443.0,T001
2025-02-17,20,Night,17.8,66.2,850.4,60.9,486.0,T001
2025-02-17,21,Night,17.9,65.8,901.3,73.4,22.0,T001
2025-02-17,22,Night,18.1,72.8,874.1,73.7,320.0,T001
2025-02-17,23,Night,16.5,72.7,887.7,70.5,89.0,T001
2025-02-18,0,Night,18.2,69.3,945.2,77.5,1.0,T001
2025-02-18,1,Night,18.4,74.9,837.1,66.0,470.0,T001
2025-02-18,2,Night,16.6,68.1,946.3,70.6,64.0,T001
2025-02-18,3,Night,17.7,65.3,926.6,63.4,248.0,T001
2025-02-18,4,Night,16.4,73.2,985.3,77.1,145.0,T001
2025-02-18,5,Night,19.8,73.5,927.9,75.3,148.0,T001
2025-02-18,6,Day,25.5,61.6,1022.2,69.0,12309.0,T001
2025-02-18,7,Day,23.0,64.4,1082.5,69.0,15460.0,T001
2025-02-18,8,Day,24.0,69.8,1169.1,73.6,15805.0,T001
2025-02-18,9,Day,23.8,60.8,1023.2,74.2,15481.0,T001
2025-02-18,10,Day,25.0,64.3,1084.9,61.7,14214.0,T001
2025-02-18,11,Day,22.1,67.7,1118.6,70.4,12990.0,T001
2025-02-18,12,Day,24.1,64.9,1013.6,68.8,19171.0,T001
2025-02-18,13,Day,22.7,68.0,1009.6,72.7,16788.0,T001
2025-02-18,14,Day,24.0,69.8,1152.0,71.4,14372.0,T001
2025-02-18,15,Day,23.2,67.6,1141.3,77.0,10506.0,T001
2025-02-18,16,Day,22.2,60.0,1120.9,74.8,19840.0,T001
2025-02-18,17,Day,24.6,64.1,1017.2,75.5,14875.0,T001
2025-02-18,18,Night,18.2,67.9,921.0,77.2,220.0,T001
2025-02-18,19,Night,19.0,74.4,894.1,75.1,304.0,T001
2025-02-18,20,Night,18.1,66.0,808.3,63.4,233.0,T001
2025-02-18,21,Night,19.9,66.9,872.5,67.6,108.0,T001
2025-02-18,22,Night,16.9,66.4,820.5,79.9,65.0,T001
2025-02-18,23,Night,16.0,67.6,929.1,71.3,261.0,T001
2025-02-19,0,Night,17.2,72.0,861.5,68.2,300.0,T001
2025-02-19,1,Night,16.3,74.2,997.4,72.5,459.0,T001
2025-02-19,2,Night,18.6,72.6,828.7,61.3,350.0,T001
2025-02-19,3,Night,19.3,71.7,826.5,77.3,254.0,T001
2025-02-19,4,Night,18.6,66.7,976.6,76.6,359.0,T001
2025-02-19,5,Night,19.9,74.4,970.3,69.6,299.0,T001
2025-02-19,6,Day,22.3,68.7,1130.6,74.7,14808.0,T001
2025-02-19,7,Day,25.6,66.6,1176.6,69.2,14993.0,T001
2025-02-19,8,Day,22.5,66.2,1077.3,69.9,17732.0,T001
2025-02-19,9,Day,22.2,69.3,1164.5,63.0,18442.0,T001
2025-02-19,10,Day,23.5,65.8,1149.3,62.9,11346.0,T001
2025-02-19,11,Day,24.2,60.5,1096.7,61.7,18587.0,T001
2025-02-19,12,Day,23.8,69.4,1036.0,70.4,15903.0,T001
2025-02-19,13,Day,22.3,65.7,1132.7,62.1,11553.0,T001
2025-02-19,14,Day,24.8,65.2,1098.2,67.4,11952.0,T001
2025-02-19,15,Day,24.5,64.1,1170.4,72.8,10061.0,T001
2025-02-19,16,Day,22.1,64.6,1142.2,79.7,13164.0,T001
2025-02-19,17,Day,24.1,67.8,1062.4,73.8,14799.0,T001
2025-02-19,18,Night,17.8,72.3,818.3,68.2,194.0,T001
2025-02-19,19,Night,18.5,69.7,908.4,70.5,147.0,T001
2025-02-19,20,Night,18.5,74.2,916.4,72.8,133.0,T001
2025-02-19,21,Night,16.1,66.6,970.6,69.6,403.0,T001
2025-02-19,22,Night,16.1,73.4,916.5,61.7,232.0,T001
2025-02-19,23,Night,16.1,70.9,986.7,61.7,127.0,T001
2025-02-20,0,Night,17.3,67.9,830.6,67.5,279.0,T001
2025-02-20,1,Night,16.7,65.6,938.1,77.2,373.0,T001
2025-02-20,2,Night,18.2,74.1,979.1,76.0,367.0,T001
2025-02-20,3,Night,19.1,66.2,937.7,61.0,61.0,T001
2025-02-20,4,Night,18.9,70.0,893.9,69.2,397.0,T001
2025-02-20,5,Night,17.9,69.8,879.0,66.3,50.0,T001
2025-02-20,6,Day,25.2,65.9,1179.0,73.1,16070.0,T001
2025-02-20,7,Day,25.8,64.3,1136.5,60.2,14669.0,T001
2025-02-20,8,Day,25.5,61.6,1139.9,74.3,10949.0,T001
2025-02-20,9,Day,24.4,66.2,1046.4,69.2,10893.0,T001
2025-02-20,10,Day,25.6,67.3,1181.0,69.4,18997.0,T001
2025-02-20,11,Day,22.8,61.3,1088.7,64.3,12310.0,T001
2025-02-20,12,Day,25.3,65.4,1071.5,64.9,17292.0,T001
2025-02-20,13,Day,25.7,64.9,1167.1,60.7,15337.0,T001
2025-02-20,14,Day,23.0,64.3,1101.6,78.6,15891.0,T001
2025-02-20,15,Day,24.9,63.4,1014.5,70.0,13700.0,T001
2025-02-20,16,Day,23.9,60.1,1010.2,75.9,15007.0,T001
2025-02-20,17,Day,22.8,64.2,1186.2,68.6,10986.0,T001
2025-02-20,18,Night,18.1,67.7,964.1,65.3,366.0,T001
2025-02-20,19,Night,16.1,67.1,805.4,60.8,159.0,T001
2025-02-20,20,Night,17.7,65.2,944.2,63.6,367.0,T001
2025-02-20,21,Night,16.8,72.6,983.1,68.9,192.0,T001
2025-02-20,22,Night,18.4,67.5,907.8,64.6,175.0,T001
2025-02-20,23,Night,19.4,65.3,907.9,73.8,428.0,T001
2025-02-21,0,Night,18.9,73.6,817.0,75.8,446.0,T001
2025-02-21,1,Night,19.1,68.4,919.7,78.4,441.0,T001
2025-02-21,2,Night,19.5,67.0,985.8,62.4,424.0,T001
2025-02-21,3,Night,17.9,72.3,880.8,63.3,426.0,T001
2025-02-21,4,Night,19.5,72.5,816.7,61.3,3.0,T001
2025-02-21,5,Night,17.1,65.2,820.2,73.6,304.0,T001
2025-02-21,6,Day,25.3,68.3,1110.6,75.9,15882.0,T001
2025-02-21,7,Day,24.7,68.8,1001.3,74.0,13081.0,T001
2025-02-21,8,Day,25.9,68.7,1170.5,63.6,13325.0,T001
2025-02-21,9,Day,23.5,69.0,1189.6,65.9,18463.0,T001
2025-02-21,10,Day,22.5,67.4,1000.3,71.9,18030.0,T001
2025-02-21,11,Day,22.2,68.1,1159.0,61.2,10557.0,T001
2025-02-21,12,Day,25.4,60.3,1089.6,73.0,13795.0,T001
2025-02-21,13,Day,23.4,64.3,1180.3,64.7,13913.0,T001
2025-02-21,14,Day,23.7,63.3,1196.7,61.5,13868.0,T001
2025-02-21,15,Day,22.1,67.4,1051.8,61.4,15944.0,T001
2025-02-21,16,Day,24.1,63.0,1003.0,63.0,17368.0,T001
2025-02-21,17,Day,23.4,67.6,1043.9,67.9,16126.0,T001
2025-02-21,18,Night,18.2,66.1,950.6,78.5,57.0,T001
2025-02-21,19,Night,16.8,71.1,906.1,74.6,286.0,T001
2025-02-21,20,Night,19.3,74.9,907.0,61.6,223.0,T001
2025-02-21,21,Night,18.5,65.0,893.8,77.9,476.0,T001
2025-02-21,22,Night,17.7,72.6,905.8,63.8,489.0,T001
2025-02-21,23,Night,18.5,73.9,829.4,78.2,272.0,T001
2025-02-22,0,Night,18.5,66.6,882.2,74.0,398.0,T001
2025-02-22,1,Night,16.7,65.9,855.2,70.5,371.0,T001
2025-02-22,2,Night,17.1,68.6,933.8,67.7,62.0,T001
2025-02-22,3,Night,17.6,67.4,903.1,74.2,201.0,T001
2025-02-22,4,Night,16.7,74.2,822.4,63.5,448.0,T001
2025-02-22,5,Night,16.5,72.2,935.8,74.5,176.0,T001
2025-02-22,6,Day,22.3,65.1,1099.6,74.9,11780.0,T001
2025-02-22,7,Day,22.7,63.2,1032.5,73.8,11911.0,T001
2025-02-22,8,Day,23.7,66.8,1128.0,77.9,13031.0,T001
2025-02-22,9,Day,23.4,66.3,1156.1,78.8,14095.0,T001
2025-02-22,10,Day,23.8,67.4,1064.6,76.1,16593.0,T001
2025-02-22,11,Day,22.2,64.2,1158.3,74.3,15577.0,T001
2025-02-22,12,Day,23.7,60.9,1000.7,64.3,12395.0,T001
2025-02-22,13,Day,24.5,64.6,1183.9,61.2,17323.0,T001
2025-02-22,14,Day,24.8,69.9,1189.8,67.5,19215.0,T001
2025-02-22,15,Day,25.0,68.4,1131.6,80.0,10318.0,T001
2025-02-22,16,Day,22.1,69.7,1018.0,67.1,12524.0,T001
2025-02-22,17,Day,23.3,66.1,1100.7,71.4,17592.0,T001
2025-02-22,18,Night,18.7,74.1,971.4,61.6,471.0,T001
2025-02-22,19,Night,18.5,67.8,972.7,78.8,170.0,T001
2025-02-22,20,Night,18.9,65.8,863.6,62.0,268.0,T001
2025-02-22,21,Night,18.8,66.4,830.4,75.7,113.0,T001
2025-02-22,22,Night,18.5,68.5,897.0,73.8,204.0,T001
2025-02-22,23,Night,17.1,67.2,957.7,62.2,6.0,T001
2025-02-23,0,Night,17.6,72.3,815.7,68.8,323.0,T001
2025-02-23,1,Night,18.1,71.0,808.5,74.9,131.0,T001
2025-02-23,2,Night,19.9,73.7,970.3,73.4,238.0,T001
2025-02-23,3,Night,16.5,69.6,893.0,65.3,313.0,T001
2025-02-23,4,Night,17.0,74.8,893.5,75.7,202.0,T001
2025-02-23,5,Night,19.2,65.7,948.8,61.0,269.0,T001
2025-02-23,6,Day,23.0,64.2,1183.6,79.6,11401.0,T001
2025-02-23,7,Day,23.4,67.9,1038.5,74.0,10897.0,T001
2025-02-23,8,Day,25.1,69.0,1040.0,71.2,19902.0,T001
2025-02-23,9,Day,24.9,60.1,1193.9,78.2,11657.0,T001
2025-02-23,10,Day,25.1,69.8,1021.7,65.7,16506.0,T001
2025-02-23,11,Day,24.1,68.5,1126.9,68.7,14404.0,T001
2025-02-23,12,Day,24.4,61.6,1028.8,75.8,17506.0,T001
2025-02-23,13,Day,25.0,62.5,1145.6,78.0,19249.0,T001
2025-02-23,14,Day,23.3,68.2,1161.8,77.9,12667.0,T001
2025-02-23,15,Day,24.2,65.6,1093.6,60.9,14812.0,T001
2025-02-23,16,Day,22.5,61.1,1072.7,75.1,19619.0,T001
2025-02-23,17,Day,25.1,66.0,1169.2,78.9,14446.0,T001
2025-02-23,18,Night,16.2,73.1,983.5,69.8,173.0,T001
2025-02-23,19,Night,17.7,69.0,915.0,79.0,414.0,T001
2025-02-23,20,Night,18.8,68.5,820.7,64.1,61.0,T001
2025-02-23,21,Night,16.2,65.7,887.8,60.4,35.0,T001
2025-02-23,22,Night,19.1,68.6,887.8,71.1,21.0,T001
2025-02-23,23,Night,19.6,66.1,872.2,75.6,455.0,T001
2025-02-24,0,Night,18.4,65.4,904.9,64.1,377.0,T001
2025-02-24,1,Night,19.7,72.1,848.6,65.9,215.0,T001
2025-02-24,2,Night,16.4,72.7,963.2,65.6,94.0,T001
2025-02-24,3,Night,16.1,68.7,863.6,75.6,384.0,T001
2025-02-24,4,Night,17.3,74.8,819.4,74.9,229.0,T001
2025-02-24,5,Night,19.2,67.6,892.1,63.7,125.0,T001
2025-02-24,6,Day,23.1,68.8,1166.8,72.4,12828.0,T001
2025-02-24,7,Day,22.7,60.2,1106.5,68.1,12837.0,T001
2025-02-24,8,Day,24.8,62.3,1010.8,77.3,12482.0,T001
2025-02-24,9,Day,22.1,60.2,1168.9,72.5,13334.0,T001
2025-02-24,10,Day,25.3,60.9,1055.1,64.6,17227.0,T001
2025-02-24,11,Day,22.9,65.0,1187.2,68.5,12556.0,T001
2025-02-24,12,Day,22.8,62.6,1198.8,71.8,14380.0,T001
2025-02-24,13,Day,25.9,69.1,1069.5,79.1,17368.0,T001
2025-02-24,14,Day,25.1,60.7,1172.2,72.9,18610.0,T001
2025-02-24,15,Day,23.9,68.8,1007.5,77.2,12295.0,T001
2025-02-24,16,Day,25.8,61.7,1050.6,76.4,18767.0,T001
2025-02-24,17,Day,23.9,66.7,1126.6,70.4,19596.0,T001
2025-02-24,18,Night,19.1,73.5,842.1,66.3,175.0,T001
2025-02-24,19,Night,17.7,72.4,901.6,62.1,383.0,T001
2025-02-24,20,Night,17.2,69.4,888.1,77.4,412.0,T001
2025-02-24,21,Night,18.9,72.0,885.1,63.5,162.0,T001
2025-02-24,22,Night,19.7,73.3,894.6,70.8,254.0,T001
2025-02-24,23,Night,17.0,71.4,809.4,78.2,203.0,T001
2025-02-25,0,Night,17.4,65.8,881.4,68.1,336.0,T001
2025-02-25,1,Night,19.2,70.9,940.4,60.3,184.0,T001
2025-02-25,2,Night,18.3,68.6,892.4,62.5,143.0,T001
2025-02-25,3,Night,16.2,73.0,945.0,76.4,315.0,T001
2025-02-25,4,Night,19.4,70.7,885.5,69.7,246.0,T001
2025-02-25,5,Night,16.4,72.7,879.8,75.3,277.0,T001
2025-02-25,6,Day,23.9,69.3,1106.2,71.8,12579.0,T001
2025-02-25,7,Day,24.6,61.6,1079.6,71.8,18009.0,T001
2025-02-25,8,Day,25.6,65.4,1193.6,69.4,11755.0,T001
2025-02-25,9,Day,25.1,66.7,1118.1,68.4,12842.0,T001
2025-02-25,10,Day,26.0,66.6,1164.4,71.8,11347.0,T001
2025-02-25,11,Day,24.6,69.4,1046.9,64.2,18733.0,T001
2025-02-25,12,Day,22.8,62.1,1045.7,76.2,11550.0,T001
2025-02-25,13,Day,22.7,69.9,1061.4,66.9,13360.0,T001
2025-02-25,14,Day,24.5,69.1,1149.8,67.9,15534.0,T001
2025-02-25,15,Day,24.5,62.0,1126.0,60.1,17692.0,T001
2025-02-25,16,Day,22.0,68.6,1016.2,63.8,18206.0,T001
2025-02-25,17,Day,22.1,69.5,1089.0,78.4,11538.0,T001
2025-02-25,18,Night,19.1,72.5,806.5,70.1,218.0,T001
2025-02-25,19,Night,18.8,66.7,886.1,74.1,329.0,T001
2025-02-25,20,Night,18.8,68.8,800.6,74.9,186.0,T001
2025-02-25,21,Night,17.1,67.9,845.0,75.1,2.0,T001
2025-02-25,22,Night,16.6,71.8,911.8,67.6,5.0,T001
2025-02-25,23,Night,19.5,73.5,831.0,69.5,178.0,T001
2025-02-26,0,Night,18.1,65.1,829.3,77.6,491.0,T001
2025-02-26,1,Night,17.9,74.7,869.6,68.7,36.0,T001
2025-02-26,2,Night,18.9,69.0,944.2,70.9,257.0,T001
2025-02-26,3,Night,18.1,72.1,827.6,67.2,497.0,T001
2025-02-26,4,Night,20.0,73.5,908.6,61.6,98.0,T001
2025-02-26,5,Night,16.6,73.3,923.8,75.0,87.0,T001
2025-02-26,6,Day,25.3,67.2,1151.8,70.6,15159.0,T001
2025-02-26,7,Day,25.6,65.8,1000.6,78.9,19191.0,T001
2025-02-26,8,Day,24.5,67.7,1092.8,75.1,19707.0,T001
2025-02-26,9,Day,22.3,68.6,1193.1,74.8,15560.0,T001
2025-02-26,10,Day,25.4,69.2,1040.7,65.3,15426.0,T001
2025-02-26,11,Day,24.8,63.7,1173.3,77.9,19706.0,T001
2025-02-26,12,Day,23.9,60.2,1096.6,66.2,10804.0,T001
2025-02-26,13,Day,24.7,62.9,1011.8,73.6,13404.0,T001
2025-02-26,14,Day,24.4,66.6,1180.3,60.2,19172.0,T001
2025-02-26,15,Day,23.0,69.1,1170.6,77.8,17227.0,T001
2025-02-26,16,Day,23.9,64.5,1071.9,65.8,13135.0,T001
2025-02-26,17,Day,24.3,62.9,1143.9,61.0,14964.0,T001
2025-02-26,18,Night,19.1,65.3,871.3,70.7,474.0,T001
2025-02-26,19,Night,16.9,68.0,928.5,69.9,243.0,T001
2025-02-26,20,Night,18.1,74.4,930.5,62.8,80.0,T001
2025-02-26,21,Night,17.8,73.2,978.2,75.9,318.0,T001
2025-02-26,22,Night,18.6,66.1,855.9,78.6,55.0,T001
2025-02-26,23,Night,19.7,73.4,899.5,60.2,78.0,T001
2025-02-27,0,Night,17.9,67.2,920.9,73.8,497.0,T001
2025-02-27,1,Night,17.3,67.7,949.2,66.1,482.0,T001
2025-02-27,2,Night,20.0,70.7,907.3,65.1,31.0,T001
2025-02-27,3,Night,19.3,74.5,856.9,63.9,417.0,T001
2025-02-27,4,Night,17.7,65.9,910.6,74.9,476.0,T001
2025-02-27,5,Night,17.6,65.3,982.8,65.5,214.0,T001
2025-02-27,6,Day,24.2,60.3,1096.7,73.3,14582.0,T001
2025-02-27,7,Day,22.2,62.6,1006.8,67.7,16002.0,T001
2025-02-27,8,Day,24.2,67.5,1186.2,67.2,15304.0,T001
2025-02-27,9,Day,22.9,65.1,1118.7,69.6,15298.0,T001
2025-02-27,10,Day,25.7,67.2,1082.5,72.7,17349.0,T001
2025-02-27,11,Day,24.3,62.3,1118.3,60.8,12631.0,T001
2025-02-27,12,Day,23.7,65.2,1170.6,64.4,14960.0,T001
2025-02-27,13,Day,22.4,70.0,1159.7,78.1,15772.0,T001
2025-02-27,14,Day,22.1,60.2,1050.3,60.7,10478.0,T001
2025-02-27,15,Day,23.8,68.8,1074.0,72.7,10291.0,T001
2025-02-27,16,Day,22.0,69.8,1165.7,77.0,14104.0,T001
2025-02-27,17,Day,24.1,63.5,1026.7,67.3,11469.0,T001
2025-02-27,18,Night,18.7,67.9,833.5,79.4,435.0,T001
2025-02-27,19,Night,16.0,71.4,999.2,62.6,227.0,T001
2025-02-27,20,Night,18.3,74.8,935.4,78.6,102.0,T001
2025-02-27,21,Night,16.4,69.2,890.6,69.2,66.0,T001
2025-02-27,22,Night,16.2,68.6,985.2,71.5,19.0,T001
2025-02-27,23,Night,19.9,68.6,809.5,76.8,161.0,T001
2025-02-28,0,Night,19.4,67.6,971.7,61.5,443.0,T001
2025-02-28,1,Night,18.0,70.5,971.4,72.2,275.0,T001
2025-02-28,2,Night,19.6,66.8,803.0,77.1,215.0,T001
2025-02-28,3,Night,16.5,65.2,813.4,62.5,145.0,T001
2025-02-28,4,Night,18.0,73.9,847.6,73.8,452.0,T001
2025-02-28,5,Night,16.1,66.6,912.0,68.7,338.0,T001
2025-02-28,6,Day,24.9,69.7,1133.8,79.2,11382.0,T001
2025-02-28,7,Day,25.5,61.8,1063.6,62.1,18045.0,T001
2025-02-28,8,Day,25.8,68.6,1016.0,64.6,15793.0,T001
2025-02-28,9,Day,24.3,61.6,1039.3,75.3,15402.0,T001
2025-02-28,10,Day,23.0,68.4,1144.7,62.4,18286.0,T001
2025-02-28,11,Day,23.5,67.5,1033.9,69.0,19805.0,T001
2025-02-28,12,Day,24.9,63.9,1061.5,64.6,17208.0,T001
2025-02-28,13,Day,22.4,69.8,1001.8,63.0,19249.0,T001
2025-02-28,14,Day,25.4,65.9,1119.4,67.9,19829.0,T001
2025-02-28,15,Day,22.9,61.3,1179.5,69.2,11522.0,T001
2025-02-28,16,Day,24.6,64.5,1109.0,62.4,13376.0,T001
2025-02-28,17,Day,24.6,65.1,1126.6,61.7,11117.0,T001
2025-02-28,18,Night,17.4,74.8,909.6,62.5,273.0,T001
2025-02-28,19,Night,18.9,68.2,888.0,66.7,74.0,T001
2025-02-28,20,Night,18.9,65.2,835.0,72.9,59.0,T001
